play_Id,character_chosen,boss_relic,br_picked_skipped,victory,floor_reached,Act
8e679b4d-2344-493d-948e-7db9fca739d6,WATCHER,Busted Crown,Skipped,0,56,2
8e679b4d-2344-493d-948e-7db9fca739d6,WATCHER,Astrolabe,Picked,0,56,2
88dd194f-13be-44bd-8337-b2ebc7c6e554,WATCHER,Empty Cage,Skipped,1,57,1
88dd194f-13be-44bd-8337-b2ebc7c6e554,WATCHER,Tiny House,Skipped,1,57,1
88dd194f-13be-44bd-8337-b2ebc7c6e554,WATCHER,Astrolabe,Picked,1,57,1
88dd194f-13be-44bd-8337-b2ebc7c6e554,WATCHER,Snecko Eye,Skipped,1,57,2
88dd194f-13be-44bd-8337-b2ebc7c6e554,WATCHER,Fusion Hammer,Skipped,1,57,2
88dd194f-13be-44bd-8337-b2ebc7c6e554,WATCHER,Coffee Dripper,Picked,1,57,2
987954ff-0d4d-472d-809a-6beb43ae15f6,WATCHER,Snecko Eye,Skipped,0,56,1
987954ff-0d4d-472d-809a-6beb43ae15f6,WATCHER,Sozu,Skipped,0,56,1
987954ff-0d4d-472d-809a-6beb43ae15f6,WATCHER,SacredBark,Picked,0,56,1
987954ff-0d4d-472d-809a-6beb43ae15f6,WATCHER,Cursed Key,Skipped,0,56,2
987954ff-0d4d-472d-809a-6beb43ae15f6,WATCHER,HolyWater,Skipped,0,56,2
987954ff-0d4d-472d-809a-6beb43ae15f6,WATCHER,SlaversCollar,Picked,0,56,2
0c89e69c-e51f-4c56-9a8e-a24280ccb522,WATCHER,Velvet Choker,Skipped,1,57,1
0c89e69c-e51f-4c56-9a8e-a24280ccb522,WATCHER,Tiny House,Skipped,1,57,1
0c89e69c-e51f-4c56-9a8e-a24280ccb522,WATCHER,Black Star,Picked,1,57,1
0c89e69c-e51f-4c56-9a8e-a24280ccb522,WATCHER,Snecko Eye,Skipped,1,57,2
0c89e69c-e51f-4c56-9a8e-a24280ccb522,WATCHER,Runic Dome,Skipped,1,57,2
0c89e69c-e51f-4c56-9a8e-a24280ccb522,WATCHER,Empty Cage,Picked,1,57,2
d46bc2f6-e36a-4da2-beb7-f6236c94fac8,WATCHER,Fusion Hammer,Skipped,1,57,1
d46bc2f6-e36a-4da2-beb7-f6236c94fac8,WATCHER,SlaversCollar,Skipped,1,57,1
d46bc2f6-e36a-4da2-beb7-f6236c94fac8,WATCHER,Runic Pyramid,Picked,1,57,1
d46bc2f6-e36a-4da2-beb7-f6236c94fac8,WATCHER,Busted Crown,Skipped,1,57,2
d46bc2f6-e36a-4da2-beb7-f6236c94fac8,WATCHER,SacredBark,Skipped,1,57,2
d46bc2f6-e36a-4da2-beb7-f6236c94fac8,WATCHER,VioletLotus,Picked,1,57,2
a24d4e5d-1483-4402-96f0-bf0d51ceeb87,WATCHER,Cursed Key,Skipped,1,57,1
a24d4e5d-1483-4402-96f0-bf0d51ceeb87,WATCHER,HolyWater,Skipped,1,57,1
a24d4e5d-1483-4402-96f0-bf0d51ceeb87,WATCHER,VioletLotus,Picked,1,57,1
a24d4e5d-1483-4402-96f0-bf0d51ceeb87,WATCHER,Philosopher's Stone,Skipped,1,57,2
a24d4e5d-1483-4402-96f0-bf0d51ceeb87,WATCHER,Runic Dome,Skipped,1,57,2
a24d4e5d-1483-4402-96f0-bf0d51ceeb87,WATCHER,SacredBark,Picked,1,57,2
0f018942-fd29-4052-8572-940cbc3501fe,WATCHER,Sozu,Skipped,1,57,1
0f018942-fd29-4052-8572-940cbc3501fe,WATCHER,Runic Dome,Skipped,1,57,1
0f018942-fd29-4052-8572-940cbc3501fe,WATCHER,Astrolabe,Picked,1,57,1
0f018942-fd29-4052-8572-940cbc3501fe,WATCHER,Tiny House,Skipped,1,57,2
0f018942-fd29-4052-8572-940cbc3501fe,WATCHER,SacredBark,Skipped,1,57,2
0f018942-fd29-4052-8572-940cbc3501fe,WATCHER,Empty Cage,Picked,1,57,2
bac7690a-2d36-437b-9d2b-72e4efd0f8cf,WATCHER,Philosopher's Stone,Skipped,0,50,1
bac7690a-2d36-437b-9d2b-72e4efd0f8cf,WATCHER,SlaversCollar,Skipped,0,50,1
bac7690a-2d36-437b-9d2b-72e4efd0f8cf,WATCHER,Astrolabe,Picked,0,50,1
bac7690a-2d36-437b-9d2b-72e4efd0f8cf,WATCHER,Fusion Hammer,Skipped,0,50,2
bac7690a-2d36-437b-9d2b-72e4efd0f8cf,WATCHER,Runic Dome,Skipped,0,50,2
bac7690a-2d36-437b-9d2b-72e4efd0f8cf,WATCHER,Coffee Dripper,Picked,0,50,2
